sintomas,doenca
"manchas no corpo, dor ocular, artralgia e mialgia",DENGUE
"dor abdominal, enjoo, dor ocular",DENGUE
"cansaço extremo, sangramento nasal, sangramento nas gengivas, enjoo",DENGUE
"dor no corpo, dor atrás dos olhos, cansaço extremo",DENGUE
"dor lombar, emese, dor de cabeça intensa",DENGUE
"cansaço extremo, manchas no corpo, náusea, dor no corpo",DENGUE
"dor abdominal, fadiga extrema, dor nas articulações e músculos, vômito, dor nos olhos",DENGUE
"dor nos olhos, dor no corpo, dor atrás dos olhos, cansaço extremo, sangramento nasal",DENGUE
"dor de cabeça intensa, vômito, dor ocular, manchas no corpo, artralgia e mialgia",DENGUE
"artralgia e mialgia, dor de cabeça intensa, vômito, dor lombar",DENGUE
"dor de cabeça intensa, dor no corpo, enjoo, dor ocular",DENGUE
"artralgia e mialgia, dor ocular, sangramento nasal, dor ocular",DENGUE
"sangramento nasal, dor abdominal, dor nos olhos, erupção cutânea, febre",DENGUE
"petéquias, emese, febre, artralgia e mialgia, cefaleia intensa",DENGUE
"dor nas articulações e músculos, sangramento nas gengivas, epistaxe, cansaço extremo, manchas no corpo",DENGUE
"dor ocular, sangramento nas gengivas, dor de cabeça intensa",DENGUE
"dor atrás dos olhos, rash, sangramento nas gengivas",DENGUE
"dor na barriga, cansaço extremo, dor lombar, febre alta",DENGUE
"dor na barriga, cefaleia intensa, sangramento nas gengivas",DENGUE
"febre alta, dor nos olhos, manchas vermelhas na pele, artralgia e mialgia, dor na barriga",DENGUE
"cansaço extremo, febre, dor abdominal, rash, enjoo",DENGUE
"sangramento nas gengivas, dor na barriga, febre alta",DENGUE
"rash, dor nos olhos, dor atrás dos olhos, enjoo, dor nas costas",DENGUE
"emese, febre alta, enjoo",DENGUE
"epistaxe, dor nos olhos, erupção cutânea, dor nas costas",DENGUE
"dor nos olhos, dor ocular, febre alta",DENGUE
"epistaxe, dor nos olhos, enjoo, dor na barriga",DENGUE
"náusea, dor na barriga, gengivorragia",DENGUE
"gengivorragia, dor nas articulações e músculos, febre",DENGUE
"sangramento nasal, emese, febre alta, gengivorragia",DENGUE
"fadiga extrema, dor na barriga, dor atrás dos olhos, gengivorragia",DENGUE
"artralgia e mialgia, erupção cutânea, sangramento nasal, cansaço extremo",DENGUE
"febre alta, sangramento nasal, emese, dor no corpo, dor ocular",DENGUE
"sangramento nasal, febre, rash, artralgia e mialgia",DENGUE
"enjoo, cansaço extremo, dor ocular",DENGUE
"cansaço extremo, vômito, cefaleia intensa, erupção cutânea",DENGUE
"enjoo, sangramento nas gengivas, dor lombar, dor abdominal",DENGUE
"epistaxe, febre, dor no corpo, dor ocular",DENGUE
"cefaleia intensa, manchas no corpo, artralgia e mialgia, dor atrás dos olhos, dor na barriga",DENGUE
"erupção cutânea, vômito, cefaleia intensa, dor atrás dos olhos, manchas no corpo",DENGUE
"rash, dor no corpo, dor na barriga, emese",DENGUE
"dor lombar, gengivorragia, dor nas articulações e músculos, cefaleia intensa, cansaço extremo",DENGUE
"rash, náusea, dor na barriga, sangramento nas gengivas",DENGUE
"erupção cutânea, náusea, cansaço extremo, dor na barriga, manchas no corpo",DENGUE
"dor no corpo, epistaxe, dor atrás dos olhos",DENGUE
"petéquias, dor nas costas, cefaleia intensa, gengivorragia",DENGUE
"emese, fadiga extrema, febre, enjoo",DENGUE
"rash, dor lombar, manchas vermelhas na pele, enjoo, artralgia e mialgia",DENGUE
"cansaço extremo, enjoo, dor nas costas, sangramento nasal, manchas no corpo",DENGUE
"dor nas costas, dor abdominal, fadiga extrema, dor ocular, manchas no corpo",DENGUE
"náusea, febre, epistaxe",DENGUE
"manchas no corpo, febre alta, dor nas articulações e músculos",DENGUE
"cansaço extremo, dor abdominal, sangramento nas gengivas",DENGUE
"emese, náusea, gengivorragia, rash",DENGUE
"cefaleia intensa, gengivorragia, artralgia e mialgia, sangramento nasal, dor abdominal",DENGUE
"erupção cutânea, gengivorragia, cansaço extremo, petéquias",DENGUE
"epistaxe, sangramento nas gengivas, emese, dor atrás dos olhos",DENGUE
"artralgia e mialgia, cansaço extremo, dor ocular, vômito, sangramento nasal",DENGUE
"dor de cabeça intensa, dor no corpo, vômito, manchas vermelhas na pele",DENGUE
"sangramento nasal, rash, manchas no corpo, dor lombar, dor nos olhos",DENGUE
"erupção cutânea, emese, gengivorragia, dor lombar, dor atrás dos olhos",DENGUE
"rash, náusea, dor atrás dos olhos, fadiga extrema, artralgia e mialgia",DENGUE
"manchas vermelhas na pele, enjoo, dor atrás dos olhos, gengivorragia",DENGUE
"dor lombar, epistaxe, dor abdominal, gengivorragia",DENGUE
"náusea, gengivorragia, dor nas articulações e músculos, emese",DENGUE
"fadiga extrema, manchas no corpo, sangramento nasal, erupção cutânea, enjoo",DENGUE
"dor no corpo, dor na barriga, dor ocular, gengivorragia",DENGUE
"emese, náusea, petéquias, dor ocular",DENGUE
"manchas no corpo, artralgia e mialgia, cansaço extremo, sangramento nasal, sangramento nas gengivas",DENGUE
"sangramento nasal, dor nos olhos, náusea",DENGUE
"náusea, epistaxe, dor ocular",DENGUE
"dor atrás dos olhos, manchas vermelhas na pele, náusea, dor lombar",DENGUE
"dor na barriga, náusea, vômito, dor nas articulações e músculos, febre alta",DENGUE
"manchas vermelhas na pele, gengivorragia, dor nas articulações e músculos, dor ocular",DENGUE
"manchas no corpo, enjoo, sangramento nasal, dor atrás dos olhos",DENGUE
"epistaxe, emese, enjoo",DENGUE
"erupção cutânea, náusea, dor nas articulações e músculos",DENGUE
"dor atrás dos olhos, erupção cutânea, dor no corpo, sangramento nasal, dor de cabeça intensa",DENGUE
"rash, epistaxe, dor ocular, vômito, dor ocular",DENGUE
"dor abdominal, epistaxe, dor de cabeça intensa",DENGUE
"dor atrás dos olhos, dor ocular, sangramento nasal, dor lombar, petéquias",DENGUE
"rash, dor lombar, dor ocular, dor abdominal, cefaleia intensa",DENGUE
"cansaço extremo, dor ocular, dor na barriga",DENGUE
"manchas vermelhas na pele, erupção cutânea, febre alta, dor nas articulações e músculos",DENGUE
"cansaço extremo, rash, vômito, dor na barriga, gengivorragia",DENGUE
"dor de cabeça intensa, cansaço extremo, dor ocular, dor no corpo, epistaxe",DENGUE
"gengivorragia, sangramento nasal, artralgia e mialgia, febre alta, vômito",DENGUE
"cefaleia intensa, dor ocular, dor nas articulações e músculos, dor ocular",DENGUE
"epistaxe, dor ocular, emese",DENGUE
"petéquias, dor ocular, cefaleia intensa, dor abdominal, emese",DENGUE
"artralgia e mialgia, sangramento nas gengivas, manchas vermelhas na pele, febre, dor ocular",DENGUE
"dor lombar, gengivorragia, febre alta",DENGUE
"fadiga extrema, dor atrás dos olhos, epistaxe, gengivorragia",DENGUE
"dor ocular, artralgia e mialgia, emese",DENGUE
"dor ocular, cefaleia intensa, epistaxe",DENGUE
"cefaleia intensa, erupção cutânea, dor atrás dos olhos",DENGUE
"petéquias, enjoo, sangramento nas gengivas, dor ocular",DENGUE
"náusea, sangramento nas gengivas, fadiga extrema",DENGUE
"vômito, petéquias, sangramento nas gengivas",DENGUE
"dor nos olhos, febre alta, erupção cutânea",DENGUE
"manchas no corpo, dor no corpo, dor de cabeça intensa",DENGUE
"artralgia e mialgia, dor ocular, febre alta",DENGUE
"dor ocular, dor abdominal, dor ocular, artralgia e mialgia, dor de cabeça intensa",DENGUE
"cefaleia intensa, sangramento nasal, náusea, artralgia e mialgia",DENGUE
"sangramento nasal, vômito, petéquias, dor na barriga",DENGUE
"náusea, epistaxe, gengivorragia, dor ocular",DENGUE
"erupção cutânea, cansaço extremo, dor ocular",DENGUE
"dor de cabeça intensa, dor ocular, febre, dor abdominal, rash",DENGUE
"artralgia e mialgia, dor na barriga, sangramento nasal, dor ocular, náusea",DENGUE
"sangramento nas gengivas, náusea, dor atrás dos olhos, cefaleia intensa, rash",DENGUE
"náusea, dor nas costas, fadiga extrema, sangramento nasal, dor nas articulações e músculos",DENGUE
"erupção cutânea, dor nas costas, dor abdominal",DENGUE
"gengivorragia, sangramento nasal, artralgia e mialgia, náusea",DENGUE
"dor de cabeça intensa, sangramento nasal, dor ocular, náusea, petéquias",DENGUE
"cefaleia intensa, dor atrás dos olhos, cansaço extremo, manchas vermelhas na pele",DENGUE
"dor nos olhos, rash, sangramento nasal, enjoo, dor no corpo",DENGUE
"artralgia e mialgia, fadiga extrema, vômito, rash",DENGUE
"dor lombar, cansaço extremo, manchas vermelhas na pele",DENGUE
"rash, enjoo, sangramento nas gengivas",DENGUE
"cansaço extremo, dor atrás dos olhos, dor de cabeça intensa, enjoo",DENGUE
"dor nas costas, dor nos olhos, dor abdominal, cansaço extremo, sangramento nas gengivas",DENGUE
"dor atrás dos olhos, cansaço extremo, rash",DENGUE
"febre alta, fadiga extrema, sangramento nasal, sangramento nas gengivas, náusea",DENGUE
"dor ocular, dor nas costas, dor ocular, erupção cutânea",DENGUE
"sangramento nasal, dor nas costas, dor na barriga, cansaço extremo, enjoo",DENGUE
"febre, dor nos olhos, rash",DENGUE
"emese, dor atrás dos olhos, rash",DENGUE
"dor lombar, sangramento nasal, cansaço extremo",DENGUE
"artralgia e mialgia, dor ocular, dor ocular",DENGUE
"artralgia e mialgia, febre alta, dor de cabeça intensa",DENGUE
"sangramento nasal, manchas vermelhas na pele, rash, dor nas articulações e músculos",DENGUE
"rash, gengivorragia, dor na barriga, dor no corpo",DENGUE
"epistaxe, manchas vermelhas na pele, gengivorragia, cefaleia intensa",DENGUE
"artralgia e mialgia, erupção cutânea, fadiga extrema",DENGUE
"cansaço extremo, gengivorragia, dor ocular, náusea",DENGUE
"sangramento nasal, rash, dor atrás dos olhos, dor nos olhos, febre",DENGUE
"febre alta, vômito, sangramento nasal, dor nos olhos, dor de cabeça intensa",DENGUE
"gengivorragia, manchas vermelhas na pele, dor nos olhos",DENGUE
"manchas no corpo, artralgia e mialgia, sangramento nasal",DENGUE
"vômito, sangramento nasal, febre, dor nas costas",DENGUE
"fadiga extrema, manchas no corpo, dor nas articulações e músculos, náusea",DENGUE
"artralgia e mialgia, sangramento nas gengivas, petéquias, rash",DENGUE
"cefaleia intensa, emese, cansaço extremo",DENGUE
"artralgia e mialgia, enjoo, erupção cutânea",DENGUE
"rash, manchas vermelhas na pele, epistaxe",DENGUE
"dor ocular, dor abdominal, sangramento nasal, enjoo, dor nas articulações e músculos",DENGUE
"dor de cabeça intensa, dor nas costas, enjoo, emese, sangramento nas gengivas",DENGUE
"gengivorragia, artralgia e mialgia, manchas vermelhas na pele",DENGUE
"vômito, dor atrás dos olhos, dor ocular",DENGUE
"dor de cabeça intensa, erupção cutânea, dor nas articulações e músculos, dor ocular",DENGUE
"dor atrás dos olhos, cansaço extremo, emese, febre, dor ocular",DENGUE
"gengivorragia, febre alta, dor na barriga",DENGUE
"vômito, artralgia e mialgia, cefaleia intensa",DENGUE
"sangramento nasal, enjoo, dor de cabeça intensa, emese",DENGUE
"dor nas costas, febre alta, dor nos olhos, artralgia e mialgia, erupção cutânea",DENGUE
"emese, dor nos olhos, dor na barriga, dor no corpo, febre alta",DENGUE
"dor atrás dos olhos, gengivorragia, dor de cabeça intensa, manchas no corpo, emese",DENGUE
"gengivorragia, manchas no corpo, dor nas costas",DENGUE
"gengivorragia, enjoo, manchas no corpo, dor atrás dos olhos, erupção cutânea",DENGUE
"rash, emese, epistaxe, dor nas articulações e músculos, cefaleia intensa",DENGUE
"erupção cutânea, náusea, dor nos olhos, dor nas costas, artralgia e mialgia",DENGUE
"enjoo, dor de cabeça intensa, febre alta, fadiga extrema",DENGUE
"dor de cabeça intensa, dor nos olhos, dor na barriga, enjoo",DENGUE
"dor ocular, gengivorragia, erupção cutânea, sangramento nasal",DENGUE
"petéquias, enjoo, dor de cabeça intensa, artralgia e mialgia, fadiga extrema",DENGUE
"emese, dor ocular, náusea",DENGUE
"sangramento nasal, vômito, artralgia e mialgia, manchas vermelhas na pele",DENGUE
"cefaleia intensa, epistaxe, dor nos olhos, dor abdominal, dor lombar",DENGUE
"manchas no corpo, dor na barriga, febre alta, rash, dor nos olhos",DENGUE
"dor no corpo, rash, sangramento nas gengivas",DENGUE
"dor na barriga, epistaxe, sangramento nas gengivas",DENGUE
"emese, cansaço extremo, dor lombar, dor nos olhos",DENGUE
"vômito, petéquias, dor no corpo",DENGUE
"artralgia e mialgia, emese, petéquias",DENGUE
"dor abdominal, manchas no corpo, dor de cabeça intensa",DENGUE
"dor nas articulações e músculos, gengivorragia, dor atrás dos olhos, náusea",DENGUE
"dor de cabeça intensa, sangramento nas gengivas, febre, sangramento nasal",DENGUE
"dor nas costas, dor na barriga, enjoo, epistaxe, dor nos olhos",DENGUE
"sangramento nas gengivas, dor nos olhos, náusea",DENGUE
"dor abdominal, rash, sangramento nas gengivas, dor atrás dos olhos",DENGUE
"artralgia e mialgia, manchas no corpo, febre, enjoo, epistaxe",DENGUE
"dor de cabeça intensa, artralgia e mialgia, enjoo, febre alta",DENGUE
"epistaxe, dor de cabeça intensa, petéquias, dor ocular, febre",DENGUE
"dor nas costas, sangramento nasal, náusea, dor atrás dos olhos",DENGUE
"fadiga extrema, vômito, erupção cutânea, cefaleia intensa",DENGUE
"dor nas articulações e músculos, sangramento nas gengivas, dor ocular, enjoo, dor ocular",DENGUE
"cansaço extremo, vômito, manchas vermelhas na pele, rash, febre alta",DENGUE
"dor atrás dos olhos, febre, epistaxe, manchas vermelhas na pele",DENGUE
"dor na barriga, artralgia e mialgia, dor de cabeça intensa, erupção cutânea",DENGUE
"dor nos olhos, dor nas costas, dor na barriga",DENGUE
"dor nas articulações e músculos, rash, febre alta, sangramento nasal",DENGUE
"manchas no corpo, erupção cutânea, dor ocular, epistaxe, dor nas articulações e músculos",DENGUE
"dor ocular, dor abdominal, rash, sangramento nas gengivas",DENGUE
"epistaxe, enjoo, cefaleia intensa, vômito",DENGUE
"epistaxe, manchas vermelhas na pele, febre, dor lombar, emese",DENGUE
"epistaxe, cansaço extremo, febre alta",DENGUE
"manchas no corpo, erupção cutânea, dor nas articulações e músculos, dor lombar",DENGUE
"erupção cutânea, emese, náusea",DENGUE
"dor atrás dos olhos, enjoo, dor na barriga, artralgia e mialgia",DENGUE
"cansaço extremo, erupção cutânea, dor nas articulações e músculos",DENGUE
"rash, febre, epistaxe",DENGUE
"manchas vermelhas na pele, gengivorragia, dor atrás dos olhos, dor nas articulações e músculos",DENGUE
"sangramento nas gengivas, dor abdominal, dor atrás dos olhos, sangramento nasal, emese",DENGUE
"artralgia e mialgia, rash, epistaxe",DENGUE
"dor de cabeça intensa, dor nas articulações e músculos, dor atrás dos olhos, fadiga extrema",DENGUE
"gengivorragia, epistaxe, artralgia e mialgia, emese",DENGUE
"gengivorragia, erupção cutânea, cansaço extremo",DENGUE
"dor nas articulações e músculos, vômito, dor ocular",DENGUE
"dor ocular, dor na barriga, dor nos olhos, fadiga extrema",DENGUE
"sangramento nas gengivas, dor ocular, artralgia e mialgia, epistaxe, emese",DENGUE
"fadiga extrema, dor abdominal, gengivorragia, cefaleia intensa, sangramento nasal",DENGUE
"fadiga extrema, dor ocular, manchas vermelhas na pele, gengivorragia",DENGUE
"cefaleia intensa, cansaço extremo, erupção cutânea",DENGUE
"erupção cutânea, dor na barriga, dor de cabeça intensa",DENGUE
"sangramento nasal, dor nas articulações e músculos, febre",DENGUE
"emese, febre, petéquias, náusea",DENGUE
"manchas no corpo, sangramento nasal, gengivorragia, rash",DENGUE
"cefaleia intensa, dor ocular, dor ocular, rash, emese",DENGUE
"dor atrás dos olhos, dor lombar, febre alta, sangramento nasal",DENGUE
"sangramento nasal, febre alta, dor nas costas, erupção cutânea, petéquias",DENGUE
"dor atrás dos olhos, petéquias, emese, cansaço extremo",DENGUE
"dor atrás dos olhos, dor abdominal, febre alta, sangramento nas gengivas, cansaço extremo",DENGUE
"dor ocular, enjoo, rash, manchas no corpo, sangramento nas gengivas",DENGUE
"dor nos olhos, dor de cabeça intensa, rash",DENGUE
"náusea, dor abdominal, gengivorragia, dor atrás dos olhos, dor de cabeça intensa",DENGUE
"gengivorragia, dor ocular, febre alta, dor no corpo, erupção cutânea",DENGUE
"dor abdominal, petéquias, rash, febre alta, dor de cabeça intensa",DENGUE
"dor de cabeça intensa, gengivorragia, dor nos olhos",DENGUE
"manchas vermelhas na pele, dor na barriga, dor atrás dos olhos, dor nas costas, febre",DENGUE
"dor nas costas, enjoo, manchas vermelhas na pele, gengivorragia",DENGUE
"dor ocular, náusea, epistaxe, febre, vômito",DENGUE
"fadiga extrema, cefaleia intensa, náusea",DENGUE
"dor atrás dos olhos, artralgia e mialgia, manchas vermelhas na pele, cansaço extremo, sangramento nasal",DENGUE
"dor na barriga, sangramento nas gengivas, náusea",DENGUE
"dor nos olhos, dor lombar, sangramento nas gengivas",DENGUE
"sangramento nasal, emese, manchas no corpo",DENGUE
"dor nos olhos, cefaleia intensa, dor atrás dos olhos",DENGUE
"dor nos olhos, enjoo, manchas no corpo, vômito, dor ocular",DENGUE
"febre alta, dor no corpo, gengivorragia, náusea",DENGUE
"vômito, rash, gengivorragia, manchas vermelhas na pele",DENGUE
"manchas no corpo, rash, dor atrás dos olhos, fadiga extrema",DENGUE
"dor lombar, dor na barriga, dor atrás dos olhos, gengivorragia",DENGUE
"dor atrás dos olhos, febre alta, epistaxe",DENGUE
"epistaxe, gengivorragia, dor de cabeça intensa, erupção cutânea, dor nos olhos",DENGUE
"epistaxe, dor abdominal, gengivorragia, cansaço extremo",DENGUE
"dor no corpo, cefaleia intensa, dor abdominal, sangramento nasal, vômito",DENGUE
"erupção cutânea, enjoo, dor nos olhos",DENGUE
"dor nos olhos, sangramento nas gengivas, dor atrás dos olhos, dor no corpo",DENGUE
"dor ocular, gengivorragia, febre alta",DENGUE
"epistaxe, petéquias, rash, dor ocular",DENGUE
"dor nos olhos, sangramento nas gengivas, febre",DENGUE
"rash, dor abdominal, dor nos olhos, cefaleia intensa, dor nas articulações e músculos",DENGUE
"dor nos olhos, dor nas costas, vômito, sangramento nasal",DENGUE
"manchas vermelhas na pele, rash, gengivorragia, dor lombar",DENGUE
"fadiga extrema, febre, dor nas articulações e músculos, rash",DENGUE
"artralgia e mialgia, febre alta, dor ocular, dor abdominal, vômito",DENGUE
"rash, dor de cabeça intensa, sangramento nas gengivas",DENGUE
"fadiga extrema, emese, gengivorragia, dor abdominal, dor ocular",DENGUE
"dor ocular, gengivorragia, febre alta",DENGUE
"gengivorragia, epistaxe, emese",DENGUE
"dor ocular, artralgia e mialgia, dor atrás dos olhos",DENGUE
"cansaço extremo, dor ocular, emese, dor nas articulações e músculos, dor ocular",DENGUE
"erupção cutânea, gengivorragia, dor de cabeça intensa, febre alta",DENGUE
"gengivorragia, cefaleia intensa, dor nas articulações e músculos, manchas vermelhas na pele",DENGUE
"dor ocular, emese, manchas no corpo, dor lombar, epistaxe",DENGUE
"dor nos olhos, epistaxe, gengivorragia, dor atrás dos olhos",DENGUE
"dor no corpo, rash, dor ocular, dor ocular, náusea",DENGUE
"artralgia e mialgia, dor ocular, sangramento nas gengivas",DENGUE
"vômito, cansaço extremo, dor atrás dos olhos",DENGUE
"fadiga extrema, petéquias, rash, emese",DENGUE
"rash, sangramento nasal, fadiga extrema, dor ocular, dor lombar",DENGUE
"febre alta, náusea, fadiga extrema, manchas vermelhas na pele",DENGUE
"dor de cabeça intensa, manchas vermelhas na pele, artralgia e mialgia",DENGUE
"dor ocular, dor lombar, febre alta, dor de cabeça intensa",DENGUE
"febre, dor na barriga, dor no corpo, erupção cutânea, manchas vermelhas na pele",DENGUE
"sangramento nas gengivas, dor ocular, náusea, cansaço extremo, febre",DENGUE
"manchas vermelhas na pele, fadiga extrema, erupção cutânea, dor no corpo",DENGUE
"dor ocular, gengivorragia, cefaleia intensa, fadiga extrema",DENGUE
"epistaxe, dor abdominal, fadiga extrema",DENGUE
"dor nas costas, cefaleia intensa, rash, fadiga extrema",DENGUE
"dor abdominal, dor ocular, náusea",DENGUE
"fadiga extrema, náusea, dor ocular, cefaleia intensa, epistaxe",DENGUE
"dor na barriga, vômito, dor ocular",DENGUE
"fadiga extrema, dor lombar, dor abdominal",DENGUE
"dor nas costas, rash, dor na barriga, náusea, cansaço extremo",DENGUE
"emese, petéquias, febre alta, dor ocular",DENGUE
"gengivorragia, cefaleia intensa, dor ocular, emese",DENGUE
"dor atrás dos olhos, dor no corpo, sangramento nas gengivas, erupção cutânea",DENGUE
"dor na barriga, cansaço extremo, cefaleia intensa, náusea, sangramento nas gengivas",DENGUE
"artralgia e mialgia, erupção cutânea, vômito, dor ocular",DENGUE
"emese, cansaço extremo, náusea",DENGUE
"cefaleia intensa, enjoo, febre, sangramento nas gengivas",DENGUE
"fadiga extrema, epistaxe, dor no corpo",DENGUE
"manchas vermelhas na pele, rash, febre alta, dor ocular, dor lombar",DENGUE
"dor no corpo, emese, enjoo",DENGUE
"dor ocular, petéquias, sangramento nasal, cefaleia intensa",DENGUE
"sangramento nas gengivas, náusea, cefaleia intensa",DENGUE
"febre, dor nos olhos, dor nas costas, náusea, dor ocular",DENGUE
"sangramento nas gengivas, fadiga extrema, vômito, dor ocular",DENGUE
"dor na barriga, dor ocular, dor no corpo",DENGUE
"febre alta, manchas no corpo, rash",DENGUE
"vômito, dor na barriga, dor ocular, erupção cutânea, epistaxe",DENGUE
"vômito, cansaço extremo, cefaleia intensa, dor nas articulações e músculos",DENGUE
"dor na barriga, enjoo, artralgia e mialgia, gengivorragia",DENGUE
"dor ocular, erupção cutânea, dor no corpo",DENGUE
"sangramento nasal, enjoo, dor atrás dos olhos",DENGUE
"febre, dor nas articulações e músculos, náusea",DENGUE
"gengivorragia, dor de cabeça intensa, erupção cutânea",DENGUE
"dor no corpo, febre alta, fadiga extrema, rash, dor na barriga",DENGUE
"epistaxe, erupção cutânea, náusea, dor nas articulações e músculos",DENGUE
"dor na barriga, fadiga extrema, epistaxe, dor nas articulações e músculos, dor ocular",DENGUE
"erupção cutânea, dor nos olhos, dor no corpo, manchas vermelhas na pele",DENGUE
"náusea, rash, artralgia e mialgia, dor de cabeça intensa",DENGUE
"cefaleia intensa, erupção cutânea, febre alta, artralgia e mialgia",DENGUE
"náusea, dor ocular, dor lombar",DENGUE
"dor lombar, sangramento nasal, erupção cutânea",DENGUE
"dor ocular, petéquias, enjoo, dor atrás dos olhos, febre alta",DENGUE
"dor nas costas, cefaleia intensa, dor nas articulações e músculos, febre alta",DENGUE
"náusea, sangramento nas gengivas, dor nas articulações e músculos, dor nos olhos, febre alta",DENGUE
"dor nas articulações e músculos, febre alta, cefaleia intensa, rash",DENGUE
"erupção cutânea, sangramento nasal, gengivorragia",DENGUE
"fadiga extrema, petéquias, dor nas costas",DENGUE
"dor ocular, febre, artralgia e mialgia, dor nos olhos",DENGUE
"erupção cutânea, fadiga extrema, petéquias, epistaxe",DENGUE
"erupção cutânea, dor ocular, dor de cabeça intensa",DENGUE
"dor atrás dos olhos, dor abdominal, dor nas articulações e músculos",DENGUE
"dor de cabeça intensa, dor nos olhos, artralgia e mialgia",DENGUE
"dor nas costas, erupção cutânea, dor de cabeça intensa, dor abdominal",DENGUE
"dor nas articulações e músculos, vômito, petéquias, erupção cutânea",DENGUE
"dor na barriga, manchas vermelhas na pele, náusea, dor de cabeça intensa, vômito",DENGUE
"náusea, cefaleia intensa, cansaço extremo, dor abdominal, febre",DENGUE
"cefaleia intensa, sangramento nas gengivas, emese, febre alta",DENGUE
"gengivorragia, erupção cutânea, cansaço extremo, dor atrás dos olhos, emese",DENGUE
"febre alta, epistaxe, vômito",DENGUE
"enjoo, artralgia e mialgia, cefaleia intensa, dor ocular, erupção cutânea",DENGUE
"vômito, dor ocular, febre alta, dor na barriga, sangramento nasal",DENGUE
"dor atrás dos olhos, enjoo, manchas vermelhas na pele, cefaleia intensa, rash",DENGUE
"artralgia e mialgia, febre alta, emese, enjoo",DENGUE
"febre, sangramento nasal, dor nas costas, enjoo, dor ocular",DENGUE
"febre, artralgia e mialgia, fadiga extrema",DENGUE
"gengivorragia, cefaleia intensa, vômito, febre, náusea",DENGUE
"dor atrás dos olhos, sangramento nas gengivas, fadiga extrema, artralgia e mialgia",DENGUE
"dor ocular, enjoo, artralgia e mialgia",DENGUE
"sangramento nasal, rash, emese, dor nas costas, febre alta",DENGUE
"dor de cabeça intensa, erupção cutânea, artralgia e mialgia",DENGUE
"cansaço extremo, vômito, dor ocular, artralgia e mialgia, dor no corpo",DENGUE
"petéquias, cansaço extremo, dor atrás dos olhos, febre",DENGUE
"fadiga extrema, dor de cabeça intensa, vômito",DENGUE
"emese, cansaço extremo, artralgia e mialgia, dor no corpo, dor na barriga",DENGUE
"manchas no corpo, dor ocular, dor ocular, dor nas costas",DENGUE
"rash, emese, sangramento nasal",DENGUE
"dor na barriga, emese, rash",DENGUE
"dor nas costas, enjoo, epistaxe, erupção cutânea, cefaleia intensa",DENGUE
"fadiga extrema, náusea, febre alta, dor nas costas",DENGUE
"náusea, vômito, epistaxe, artralgia e mialgia, erupção cutânea",DENGUE
"dor nos olhos, cansaço extremo, febre, dor abdominal, epistaxe",DENGUE
"manchas vermelhas na pele, rash, dor nas articulações e músculos",DENGUE
"cefaleia intensa, dor lombar, vômito, febre",DENGUE
"dor ocular, fadiga extrema, febre",DENGUE
"dor ocular, cefaleia intensa, dor abdominal, dor lombar, rash",DENGUE
"dor nas costas, emese, cefaleia intensa, dor ocular",DENGUE
"dor ocular, febre, dor abdominal, dor nos olhos",DENGUE
"dor nas articulações e músculos, náusea, febre, dor no corpo",DENGUE
"epistaxe, febre, dor abdominal",DENGUE
"dor nas costas, dor nos olhos, dor na barriga, dor de cabeça intensa, fadiga extrema",DENGUE
"dor atrás dos olhos, sangramento nasal, dor de cabeça intensa",DENGUE
"epistaxe, dor ocular, náusea, erupção cutânea, fadiga extrema",DENGUE
"vômito, dor de cabeça intensa, fadiga extrema",DENGUE
"sangramento nasal, cefaleia intensa, emese, dor nos olhos",DENGUE
"dor ocular, vômito, artralgia e mialgia, sangramento nasal",DENGUE
"dor no corpo, rash, febre, fadiga extrema, enjoo",DENGUE
"dor na barriga, fadiga extrema, dor de cabeça intensa, gengivorragia",DENGUE
"erupção cutânea, dor ocular, sangramento nasal",DENGUE
"dor no corpo, petéquias, cansaço extremo",DENGUE
"dor ocular, emese, dor atrás dos olhos, artralgia e mialgia, enjoo",DENGUE
"cefaleia intensa, petéquias, dor na barriga",DENGUE
"febre alta, manchas vermelhas na pele, dor ocular, erupção cutânea, dor nas articulações e músculos",DENGUE
"fadiga extrema, dor de cabeça intensa, dor abdominal",DENGUE
"sangramento nas gengivas, dor ocular, dor de cabeça intensa, febre",DENGUE
"fadiga extrema, dor de cabeça intensa, dor na barriga, rash",DENGUE
"petéquias, cefaleia intensa, sangramento nas gengivas, artralgia e mialgia",DENGUE
"vômito, dor nos olhos, dor ocular",DENGUE
"epistaxe, dor de cabeça intensa, dor nas articulações e músculos, rash, dor na barriga",DENGUE
"artralgia e mialgia, rash, fadiga extrema, vômito",DENGUE
"petéquias, dor nos olhos, dor na barriga, dor lombar, fadiga extrema",DENGUE
"dor no corpo, dor nas articulações e músculos, epistaxe, cansaço extremo",DENGUE
"sangramento nas gengivas, artralgia e mialgia, dor abdominal, epistaxe, dor nas costas",DENGUE
"febre alta, vômito, epistaxe, náusea",DENGUE
"dor na barriga, dor atrás dos olhos, epistaxe, gengivorragia, enjoo",DENGUE
"erupção cutânea, dor ocular, cefaleia intensa, dor abdominal, dor nas articulações e músculos",DENGUE
"manchas no corpo, dor de cabeça intensa, enjoo, rash",DENGUE
"manchas no corpo, vômito, sangramento nasal, dor nos olhos, febre",DENGUE
"náusea, gengivorragia, epistaxe, dor de cabeça intensa",DENGUE
"dor nas articulações e músculos, epistaxe, febre alta",DENGUE
